Config,ARM Address,ARM Function Name,ARM Called Count,ARM Calling Count,ARM Param Count,ARM CBranch Count,ARM Set Size,ARM Sequence Length,MIPS Address,MIPS Function Name,MIPS Called Count,MIPS Calling Count,MIPS Param Count,MIPS CBranch Count,MIPS Set Size,MIPS Sequence Length,Similarity Score,Intersection Size,Union Size,CLS Length,CLS Similarity Score,UserDefined
opt_sibling_calls,0x0003fa88,_dl_try_allocate_static_tls,0,1,2,6,18,96,0x0043d454,_dl_try_allocate_static_tls,0,1,2,6,20,92,0.9,18,20,63,0.6702127659574468,0
opt_sibling_calls,0x0001b03c,_dl_tunable_set_arena_max,1,0,1,0,5,7,0x0040d41c,_dl_tunable_set_arena_max,1,0,1,0,4,6,0.8,4,5,6,0.9230769230769231,0
opt_sibling_calls,0x0001b054,_dl_tunable_set_arena_test,1,0,1,0,5,7,0x0040d438,_dl_tunable_set_arena_test,1,0,1,0,4,6,0.8,4,5,6,0.9230769230769231,0
opt_sibling_calls,0x0001b3b8,_dl_tunable_set_hugetlb,1,3,1,4,12,33,0x0040d870,_dl_tunable_set_hugetlb,1,3,1,4,11,29,0.7692307692307693,10,13,25,0.8064516129032258,0
opt_sibling_calls,0x0001afa4,_dl_tunable_set_mmap_threshold,1,0,1,0,5,9,0x0040d360,_dl_tunable_set_mmap_threshold,1,0,1,0,4,8,0.8,4,5,8,0.9411764705882353,0
opt_sibling_calls,0x0001afc4,_dl_tunable_set_mmaps_max,1,0,1,0,5,9,0x0040d388,_dl_tunable_set_mmaps_max,1,0,1,0,4,8,0.8,4,5,8,0.9411764705882353,0
opt_sibling_calls,0x00034924,_dl_tunable_set_mutex_spin_count,1,0,1,0,5,7,0x0042e6a0,_dl_tunable_set_mutex_spin_count,1,0,1,0,4,6,0.8,4,5,6,0.9230769230769231,0
opt_sibling_calls,0x0001b0f0,_dl_tunable_set_mxfast,1,0,1,3,10,21,0x0040d50c,_dl_tunable_set_mxfast,1,0,1,2,11,18,0.9090909090909091,10,11,13,0.6666666666666666,0
opt_sibling_calls,0x0001b004,_dl_tunable_set_perturb_byte,1,0,1,0,5,7,0x0040d3d8,_dl_tunable_set_perturb_byte,1,0,1,0,4,6,0.8,4,5,6,0.9230769230769231,0
opt_sibling_calls,0x0003493c,_dl_tunable_set_stack_cache_size,1,0,1,0,5,7,0x0042e6bc,_dl_tunable_set_stack_cache_size,1,0,1,0,4,6,0.8,4,5,6,0.9230769230769231,0
