ARM Address,ARM Function Name,ARM Set Size,ARM Sequence Length,MIPS Address,MIPS Function Name,MIPS Set Size,MIPS Sequence Length,Similarity Score,Intersection Size,Union Size,CLS Length,CLS Similarity Score,UserDefined
0x00070630,__gcc_personality_v0,16,122,0x004801f4,__gcc_personality_v0,18,245,0.7894736842105263,15,19,98,0.5340599455040872,0
0x00062338,__gconv,21,140,0x004698f0,__gconv,18,126,0.8571428571428571,18,21,79,0.5939849624060151,0
0x00047944,__gconv_alias_compare,3,4,0x00448580,__gconv_alias_compare,3,4,1.0,3,3,4,1.0,0
0x00049aa4,__gconv_btwoc_ascii,7,7,0x0044b260,__gconv_btwoc_ascii,6,8,0.3,3,10,3,0.4,0
0x00050ff8,__gconv_cache_freemem,7,24,0x00452e74,__gconv_cache_freemem,6,24,0.8571428571428571,6,7,19,0.7916666666666666,0
0x00062538,__gconv_close,11,30,0x00469b80,__gconv_close,12,30,0.9166666666666666,11,12,26,0.8666666666666667,0
0x00048928,__gconv_close_transform,20,137,0x004499e0,__gconv_close_transform,18,77,0.8095238095238095,17,21,65,0.6074766355140186,0
0x00048558,__gconv_compare_alias,12,49,0x00449534,__gconv_compare_alias,13,51,0.9230769230769231,12,13,46,0.92,0
0x00050b2c,__gconv_compare_alias_cache,10,33,0x004527fc,__gconv_compare_alias_cache,11,33,0.9090909090909091,10,11,27,0.8181818181818182,0
0x000499c4,__gconv_conf_freemem,8,11,0x0044b0e8,__gconv_conf_freemem,7,11,0.6666666666666666,6,9,5,0.45454545454545453,0
0x00062720,__gconv_create_spec,23,277,0x00469e70,__gconv_create_spec,21,326,0.8333333333333334,20,24,184,0.6102819237147595,0
0x00048a9c,__gconv_db_freemem,8,42,0x00449ba0,__gconv_db_freemem,8,42,1.0,8,8,42,1.0,0
0x000629e0,__gconv_destroy_spec,4,7,0x0046a1f8,__gconv_destroy_spec,4,7,1.0,4,4,7,1.0,0
0x00051308,__gconv_dl_freemem,5,6,0x00453280,__gconv_dl_freemem,5,6,1.0,5,5,6,1.0,0
0x000510f4,__gconv_find_shlib,20,202,0x00453020,__gconv_find_shlib,15,153,0.75,15,20,126,0.7098591549295775,0
0x0004862c,__gconv_find_transform,18,233,0x00449674,__gconv_find_transform,17,164,0.8421052631578947,16,19,148,0.7455919395465995,0
0x00047a98,__gconv_get_alias_db,2,3,0x00448830,__gconv_get_alias_db,2,3,1.0,2,2,3,1.0,0
0x000499f0,__gconv_get_builtin_trans,13,68,0x0044b140,__gconv_get_builtin_trans,13,69,1.0,13,13,61,0.8905109489051095,0
0x0005091c,__gconv_get_cache,2,3,0x0045253c,__gconv_get_cache,2,3,1.0,2,2,3,1.0,0
0x00047a88,__gconv_get_modules_db,2,3,0x00448810,__gconv_get_modules_db,2,3,1.0,2,2,3,1.0,0
0x00048b38,__gconv_get_path,21,475,0x00449c90,__gconv_get_path,22,558,0.9545454545454546,21,22,434,0.8402710551790901,0
0x0005092c,__gconv_load_cache,19,188,0x0045255c,__gconv_load_cache,19,178,1.0,19,19,173,0.9453551912568307,0
0x000499a4,__gconv_load_conf,3,4,0x0044b0c4,__gconv_load_conf,3,4,1.0,3,3,4,1.0,0
0x00050bbc,__gconv_lookup_cache,21,510,0x004528cc,__gconv_lookup_cache,23,642,0.9130434782608695,21,23,372,0.6458333333333334,0
0x00061fdc,__gconv_open,22,451,0x004694f0,__gconv_open,26,381,0.8461538461538461,22,26,303,0.7283653846153846,0
0x00049698,__gconv_read_conf,19,284,0x0044ac04,__gconv_read_conf,22,726,0.8636363636363636,19,22,232,0.4594059405940594,0
0x00050fdc,__gconv_release_cache,6,8,0x00452e38,__gconv_release_cache,6,8,0.7142857142857143,5,7,5,0.625,0
0x000512e4,__gconv_release_shlib,5,5,0x00453258,__gconv_release_shlib,5,5,1.0,5,5,5,1.0,0
0x00047aac,__gconv_release_step,15,47,0x00448850,__gconv_release_step,12,32,0.8,12,15,29,0.7341772151898734,0
0x0004b344,__gconv_transform_ascii_internal,26,363,0x0044cd5c,__gconv_transform_ascii_internal,24,474,0.9230769230769231,24,26,259,0.6188769414575866,0
0x0004b7ac,__gconv_transform_internal_ascii,29,992,0x0044d1f0,__gconv_transform_internal_ascii,0,0,0.0,0,29,0,0.0,0
0x0004e3e8,__gconv_transform_internal_ucs2,29,1060,0x0044fde0,__gconv_transform_internal_ucs2,0,0,0.0,0,29,0,0.0,0
0x0004f744,__gconv_transform_internal_ucs2reverse,29,1056,0x004511b4,__gconv_transform_internal_ucs2reverse,0,0,0.0,0,29,0,0.0,0
0x00049ab4,__gconv_transform_internal_ucs4,33,534,0x0044b280,__gconv_transform_internal_ucs4,25,467,0.7058823529411765,24,34,216,0.43156843156843155,0
0x0004a744,__gconv_transform_internal_ucs4le,30,410,0x0044bec8,__gconv_transform_internal_ucs4le,24,621,0.7419354838709677,23,31,240,0.4655674102812803,0
0x0004c2f0,__gconv_transform_internal_utf8,29,1079,0x0044dce8,__gconv_transform_internal_utf8,26,1502,0.896551724137931,26,29,716,0.5548237117396358,0
0x0004dc70,__gconv_transform_ucs2_internal,27,595,0x0044f68c,__gconv_transform_ucs2_internal,27,740,0.9285714285714286,26,28,393,0.5887640449438202,0
0x0004efb0,__gconv_transform_ucs2reverse_internal,29,611,0x004509f8,__gconv_transform_ucs2reverse_internal,28,737,0.9655172413793104,28,29,404,0.599406528189911,0
0x0004a080,__gconv_transform_ucs4_internal,31,580,0x0044b838,__gconv_transform_ucs4_internal,0,0,0.0,0,31,0,0.0,0
0x0004ac48,__gconv_transform_ucs4le_internal,29,563,0x0044c560,__gconv_transform_ucs4le_internal,27,1006,0.8064516129032258,25,31,338,0.4308476736775016,0
0x0004cf58,__gconv_transform_utf8_internal,30,1059,0x0044e970,__gconv_transform_utf8_internal,29,1156,0.9666666666666667,29,30,698,0.6302483069977427,0
0x0005031c,__gconv_transliterate,23,356,0x00451e00,__gconv_transliterate,23,358,0.7692307692307693,20,26,225,0.6302521008403361,0
0x0002abe0,__get_avphys_pages,13,36,0x004209b0,__get_avphys_pages,14,35,0.8,12,15,21,0.5915492957746479,0
0x0006c1f4,__get_child_max,9,9,0x00476b60,__get_child_max,11,12,0.8181818181818182,9,11,8,0.7619047619047619,0
0x0005b2bc,__get_errlist,9,11,0x004601d0,__get_errlist,9,13,1.0,9,9,10,0.8333333333333334,0
0x00033a8c,__get_errname,12,18,0x0042c720,__get_errname,12,20,1.0,12,12,13,0.6842105263157895,0
0x0002ab0c,__get_nprocs,7,15,0x004207c8,__get_nprocs,6,14,0.8571428571428571,6,7,11,0.7586206896551724,0
0x0002ab44,__get_nprocs_conf,7,15,0x0042085c,__get_nprocs_conf,6,14,0.8571428571428571,6,7,11,0.7586206896551724,0
0x0002aac0,__get_nprocs_sched,3,3,0x00420750,__get_nprocs_sched,13,17,0.23076923076923078,3,13,3,0.3,0
0x0002ab7c,__get_phys_pages,13,36,0x004208f0,__get_phys_pages,14,35,0.8,12,15,21,0.5915492957746479,0
0x0006719c,__getclktck,5,7,0x00470560,__getclktck,4,8,0.5,3,6,5,0.6666666666666666,0
0x00060970,__getcwd,29,658,0x004676e0,__getcwd,22,633,0.7586206896551724,22,29,391,0.6057319907048799,0
0x0005b91c,__getdelim,25,325,0x00460a30,__getdelim,23,278,0.8461538461538461,22,26,197,0.6533996683250415,0
0x0003dbf4,__getdents,25,110,0x00439990,__getdents,22,111,0.8076923076923077,21,26,65,0.5882352941176471,0
0x0003dd44,__getdents64,12,18,0x00439b60,__getdents64,6,7,0.38461538461538464,5,13,5,0.4,0
0x000671c4,__getdtablesize,9,9,0x004705a0,__getdtablesize,8,10,0.8888888888888888,8,9,8,0.8421052631578947,0
0x0003e1b8,__getpagesize,6,12,0x0043a230,__getpagesize,6,12,1.0,6,6,12,1.0,0
0x00028e80,__getpid,2,2,0x0041e240,__getpid,3,3,0.6666666666666666,2,3,2,0.8,0
0x00028ea0,__getppid,2,2,0x0041e260,__getppid,3,3,0.6666666666666666,2,3,2,0.8,0
0x0002b770,__getsockname,7,8,0x00421ad0,__getsockname,7,9,0.4,4,10,5,0.5882352941176471,0
0x0002b790,__getsockopt,11,14,0x00421b10,__getsockopt,13,22,0.8461538461538461,11,13,10,0.5555555555555556,0
0x00056b08,__gettext_extract_plural,21,69,0x0045a280,__gettext_extract_plural,21,64,0.9090909090909091,20,22,52,0.7819548872180451,0
0x0005616c,__gettext_free_exp,9,28,0x00459660,__gettext_free_exp,9,28,1.0,9,9,27,0.9642857142857143,0
0x000561bc,__gettextparse,26,695,0x00459720,__gettextparse,27,687,0.8928571428571429,25,28,471,0.6816208393632417,0
0x00025564,__glibc_morecore,6,13,0x004195c4,__glibc_morecore,8,12,0.75,6,8,10,0.8,0
0x000575f4,__grouping_iterator_init,21,89,0x0045b1b0,__grouping_iterator_init,20,155,0.7083333333333334,17,24,64,0.5245901639344263,0
0x000575c8,__grouping_iterator_init_none,5,8,0x0045b170,__grouping_iterator_init_none,6,60,0.5714285714285714,4,7,7,0.20588235294117646,0
0x000576e0,__grouping_iterator_next,17,47,0x0045b308,__grouping_iterator_next,14,39,0.631578947368421,12,19,26,0.6046511627906976,0
0x0005ab7c,__handle_registered_modifier_mb,19,134,0x0045f820,__handle_registered_modifier_mb,19,136,1.0,19,19,97,0.7185185185185186,0
0x0005acb8,__handle_registered_modifier_wc,18,113,0x0045f988,__handle_registered_modifier_wc,19,119,0.9473684210526315,18,19,67,0.5775862068965517,0
0x00056c0c,__hash_string,15,29,0x0045a400,__hash_string,14,23,0.9333333333333333,14,15,13,0.5,0
0x0002bdf0,__inet_addr,8,9,0x00422594,__inet_addr,7,10,0.875,7,8,7,0.7368421052631579,0
0x0002bd98,__inet_aton_exact,12,16,0x004224d8,__inet_aton_exact,10,16,0.8333333333333334,10,12,12,0.75,0
0x0002bdd8,__inet_aton_ignore_trailing,4,4,0x0042255c,__inet_aton_ignore_trailing,4,4,1.0,4,4,3,0.75,0
0x0003ed34,__init_misc,10,24,0x0043b240,__init_misc,9,23,0.9,9,10,16,0.6808510638297872,0
0x0003bc30,__init_sched_fifo_prio,4,10,0x00436da0,__init_sched_fifo_prio,4,10,1.0,4,4,10,1.0,0
0x0001f7cc,__internal_atexit,17,124,0x00412a50,__internal_atexit,13,67,0.6666666666666666,12,18,53,0.5549738219895288,0
0x000535bc,__intl_freemem,9,83,0x00455e20,__intl_freemem,9,83,1.0,9,9,81,0.9759036144578314,0
0x0002ac44,__ioctl,13,15,0x00420a80,__ioctl,9,14,0.375,6,16,5,0.3448275862068966,0
0x00061210,__isatty,7,7,0x00468150,__isatty,6,6,0.8571428571428571,6,7,4,0.6153846153846154,0
0x0001fe4c,__isoc23_strtol,8,11,0x00413088,__isoc23_strtol,6,6,0.5555555555555556,5,9,5,0.5882352941176471,0
0x000204bc,__isoc23_strtol_l,2,2,0x00413800,__isoc23_strtol_l,2,2,1.0,2,2,2,1.0,0
0x0002eeb8,__isoc23_strtoul,8,11,0x00426128,__isoc23_strtoul,6,6,0.5555555555555556,5,9,5,0.5882352941176471,0
0x0002f498,__isoc23_strtoul_l,2,2,0x00426824,__isoc23_strtoul_l,2,2,1.0,2,2,2,1.0,0
0x0001f590,__kill,7,8,0x004127a0,__kill,7,8,0.5555555555555556,5,9,3,0.375,0
0x0002b5b4,__libc_accept,14,44,0x00421810,__libc_accept,17,47,0.8235294117647058,14,17,27,0.5934065934065934,0
0x0005ed78,__libc_alloca_cutoff,14,14,0x004652a0,__libc_alloca_cutoff,11,27,0.5625,9,16,9,0.43902439024390244,0
0x0002e594,__libc_assert_fail,6,9,0x00425590,__libc_assert_fail,6,9,1.0,6,6,9,1.0,0
0x0002976c,__libc_atfork_freemem,14,93,0x0041ed74,__libc_atfork_freemem,13,51,0.6875,11,16,39,0.5416666666666666,0
0x00026a60,__libc_calloc,26,557,0x0041b06c,__libc_calloc,25,448,0.8888888888888888,24,27,347,0.690547263681592,0
0x0002e4dc,__libc_check_standard_fds,2,4,0x00425440,__libc_check_standard_fds,2,4,1.0,2,2,4,1.0,0
0x0003a660,__libc_cleanup_pop_restore,15,50,0x0043541c,__libc_cleanup_pop_restore,16,59,0.8235294117647058,14,17,32,0.5871559633027523,0
0x0003a5dc,__libc_cleanup_push_defer,13,31,0x004353a0,__libc_cleanup_push_defer,13,40,0.8571428571428571,12,14,23,0.647887323943662,0
0x0002b6a0,__libc_connect,14,44,0x00421990,__libc_connect,17,47,0.8235294117647058,14,17,27,0.5934065934065934,0
0x00061e04,__libc_dlclose,8,24,0x00469298,__libc_dlclose,8,25,1.0,8,8,23,0.9387755102040817,0
0x0006c168,__libc_dlerror_result_free,11,43,0x00476a70,__libc_dlerror_result_free,14,47,0.7857142857142857,11,14,37,0.8222222222222222,0
0x00061b98,__libc_dlopen_mode,9,29,0x00468f28,__libc_dlopen_mode,11,33,0.8181818181818182,9,11,28,0.9032258064516129,0
0x00061c94,__libc_dlsym,13,37,0x0046909c,__libc_dlsym,13,34,0.8571428571428571,12,14,27,0.7605633802816901,0
0x00061c24,__libc_dlsym_private,13,36,0x00468fec,__libc_dlsym_private,13,33,0.8571428571428571,12,14,26,0.7536231884057971,0
0x00061d04,__libc_dlvsym,20,105,0x0046914c,__libc_dlvsym,19,103,0.95,19,20,88,0.8461538461538461,0
0x0003c2e4,__libc_dynarray_at_failure,4,5,0x00437680,__libc_dynarray_at_failure,4,5,1.0,4,4,5,1.0,0
0x0003c31c,__libc_dynarray_emplace_enlarge,20,57,0x004376e0,__libc_dynarray_emplace_enlarge,21,69,0.9523809523809523,20,21,50,0.7936507936507936,0
0x0002e330,__libc_early_init,15,69,0x00425220,__libc_early_init,17,67,0.7777777777777778,14,18,52,0.7647058823529411,0
0x000208d0,__libc_fatal,3,3,0x0042de90,__libc_fatal,3,3,1.0,3,3,3,1.0,0
0x000299d4,__libc_fcntl,18,181,0x0041f130,__libc_fcntl,19,123,0.7619047619047619,16,21,69,0.45394736842105265,0
0x00028934,__libc_fork,21,1531,0x0041dc50,__libc_fork,19,440,0.8181818181818182,18,22,235,0.23845763571790968,0
0x00025fe0,__libc_free,20,109,0x0041a318,__libc_free,20,112,0.9047619047619048,19,21,72,0.6515837104072398,0
0x0002e50c,__libc_init_first,4,15,0x004254b0,__libc_init_first,4,15,1.0,4,4,15,1.0,0
0x00055944,__libc_localealias_freemem,4,9,0x00458be4,__libc_localealias_freemem,4,9,1.0,4,4,9,1.0,0
0x000272e0,__libc_mallinfo,5,23,0x0041bb54,__libc_mallinfo,5,23,1.0,5,5,22,0.9565217391304348,0
0x000271d4,__libc_mallinfo2,16,242,0x0041b9b0,__libc_mallinfo2,16,163,0.8823529411764706,15,17,118,0.582716049382716,0
0x000257d4,__libc_malloc,25,424,0x004198a0,__libc_malloc,24,384,0.8846153846153846,23,26,283,0.7004950495049505,0
0x00027580,__libc_mallopt,19,243,0x0041bed0,__libc_mallopt,18,177,0.7619047619047619,16,21,133,0.6333333333333333,0
0x000268c8,__libc_memalign,5,12,0x0041ae28,__libc_memalign,5,12,1.0,5,5,12,1.0,0
0x000206f4,__libc_message_impl,19,212,0x0042dc20,__libc_message_impl,19,207,1.0,19,19,152,0.7255369928400954,0
0x00029f88,__libc_open,15,38,0x0041f880,__libc_open,17,65,0.6842105263157895,13,19,19,0.36893203883495146,0
0x00061290,__libc_openat64,18,53,0x00468300,__libc_openat64,18,59,0.8,16,20,30,0.5357142857142857,0
0x0005add4,__libc_printf_freemem,11,35,0x0045fad8,__libc_printf_freemem,11,37,0.8333333333333334,10,12,26,0.7222222222222222,0
0x000269dc,__libc_pvalloc,15,35,0x0041afb4,__libc_pvalloc,16,34,0.8235294117647058,14,17,29,0.8405797101449275,0
0x0002a0a0,__libc_read,14,44,0x0041fa10,__libc_read,17,47,0.8235294117647058,14,17,27,0.5934065934065934,0
0x000262b0,__libc_realloc,28,695,0x0041a6d8,__libc_realloc,28,691,0.9310344827586207,27,29,373,0.5382395382395382,0
0x0002b7fc,__libc_recv,14,42,0x00421bf0,__libc_recv,17,46,0.8235294117647058,14,17,27,0.6136363636363636,0
0x0002b8d4,__libc_recvfrom,14,42,0x00421d50,__libc_recvfrom,17,53,0.8235294117647058,14,17,26,0.5473684210526316,0
0x0003c184,__libc_scratch_buffer_grow_preserve,15,42,0x00437420,__libc_scratch_buffer_grow_preserve,16,43,0.8235294117647058,14,17,31,0.7294117647058823,0
0x0003c224,__libc_scratch_buffer_set_array_size,18,59,0x00437530,__libc_scratch_buffer_set_array_size,20,61,0.7272727272727273,16,22,41,0.6833333333333333,0
0x0002b9b4,__libc_send,14,42,0x00421ed0,__libc_send,17,46,0.8235294117647058,14,17,27,0.6136363636363636,0
0x0002ba8c,__libc_sendto,14,42,0x00422030,__libc_sendto,17,53,0.8235294117647058,14,17,26,0.5473684210526316,0
0x0002edec,__libc_setenv_freemem,5,8,0x00426028,__libc_setenv_freemem,5,8,1.0,5,5,8,1.0,0
0x0001ef94,__libc_setup_tls,22,391,0x00412000,__libc_setup_tls,24,336,0.9166666666666666,22,24,290,0.797799174690509,0
0x0001f400,__libc_sigaction,20,102,0x004125c0,__libc_sigaction,11,49,0.55,11,20,28,0.3708609271523179,0
0x0001ec3c,__libc_start_call_main,16,53,0x00411c74,__libc_start_call_main,17,60,0.9411764705882353,16,17,40,0.7079646017699115,0
0x0001ece0,__libc_start_main_impl,16,181,0x00411d64,__libc_start_main_impl,16,151,1.0,16,16,141,0.8493975903614458,0
0x0002698c,__libc_valloc,8,16,0x0041af38,__libc_valloc,5,17,0.625,5,8,11,0.6666666666666666,0
0x0002a1f0,__libc_write,14,44,0x0041fc30,__libc_write,17,47,0.8235294117647058,14,17,27,0.5934065934065934,0
0x0005e884,__libio_codecvt_encoding,7,20,0x00464b74,__libio_codecvt_encoding,6,18,0.625,5,8,15,0.7894736842105263,0
0x0005e7b8,__libio_codecvt_in,13,60,0x00464aac,__libio_codecvt_in,14,52,0.5882352941176471,10,17,33,0.5892857142857143,0
0x0005e8b0,__libio_codecvt_length,18,102,0x00464bb8,__libio_codecvt_length,14,83,0.7777777777777778,14,18,58,0.6270270270270271,0
0x0005e6ec,__libio_codecvt_out,13,60,0x004649e4,__libio_codecvt_out,14,52,0.5882352941176471,10,17,32,0.5714285714285714,0
0x000392e0,__libio_freemem,10,22,0x00433a24,__libio_freemem,9,18,0.9,9,10,14,0.7,0
0x0002b7e0,__listen,7,8,0x00421bb0,__listen,7,9,0.4,4,10,5,0.5882352941176471,0
0x00020964,__lll_lock_wait,10,24,0x00413b88,__lll_lock_wait,6,10,0.45454545454545453,5,11,8,0.47058823529411764,0
0x000208e8,__lll_lock_wait_private,10,24,0x00413af0,__lll_lock_wait_private,6,10,0.45454545454545453,5,11,8,0.47058823529411764,0
0x00020a04,__lll_lock_wake,2,2,0x00413c50,__lll_lock_wake,2,2,1.0,2,2,2,1.0,0
0x000209e4,__lll_lock_wake_private,2,2,0x00413c34,__lll_lock_wake_private,2,2,1.0,2,2,2,1.0,0
0x00067110,__lseek,15,27,0x00468190,__lseek,16,34,0.9375,15,16,15,0.4918032786885246,0
0x0003dfdc,__lseek64,15,21,0x00439f80,__lseek64,16,25,0.7222222222222222,13,18,10,0.43478260869565216,0
0x00061248,__lstat64,6,9,0x00468274,__lstat64,6,8,1.0,6,6,8,0.9411764705882353,0
0x00061230,__lstat64_time64,2,2,0x00468250,__lstat64_time64,2,2,1.0,2,2,2,1.0,0
0x0002acb0,__madvise,7,9,0x00420b00,__madvise,7,9,0.4,4,10,5,0.5555555555555556,0
0x00026104,__malloc_arena_thread_freeres,22,166,0x0041a4d8,__malloc_arena_thread_freeres,21,134,0.8695652173913043,20,23,107,0.7133333333333334,0
0x0002b1ac,__malloc_default_thp_pagesize,17,33,0x00421280,__malloc_default_thp_pagesize,15,29,0.7777777777777778,14,18,23,0.7419354838709677,0
0x0002559c,__malloc_fork_lock_parent,14,73,0x00419628,__malloc_fork_lock_parent,13,42,0.6875,11,16,29,0.5043478260869565,0
0x00025724,__malloc_fork_unlock_child,14,66,0x00419808,__malloc_fork_unlock_child,12,54,0.7333333333333333,11,15,38,0.6333333333333333,0
0x0002566c,__malloc_fork_unlock_parent,12,61,0x0041971c,__malloc_fork_unlock_parent,13,43,0.7857142857142857,11,14,32,0.6153846153846154,0
0x0002b304,__malloc_hugepage_config,30,196,0x00421474,__malloc_hugepage_config,25,148,0.71875,23,32,101,0.5872093023255814,0
0x000211cc,__malloc_info,26,610,0x00414710,__malloc_info,23,562,0.8148148148148148,22,27,375,0.6399317406143344,0
0x0002734c,__malloc_stats,18,257,0x0041bc08,__malloc_stats,18,321,0.8947368421052632,17,19,194,0.671280276816609,0
0x0002b240,__malloc_thp_mode,10,37,0x0042135c,__malloc_thp_mode,10,35,1.0,10,10,30,0.8333333333333334,0
0x00026ecc,__malloc_trim,25,247,0x0041b598,__malloc_trim,25,252,0.8518518518518519,23,27,163,0.6533066132264529,0
0x0002719c,__malloc_usable_size,11,25,0x0041b960,__malloc_usable_size,11,25,1.0,11,11,22,0.88,0
0x0003c468,__memchr,23,99,0x00437900,__memchr,21,111,0.76,19,25,60,0.5714285714285714,0
0x000666e0,__memmem,24,186,0x0046f724,__memmem,24,182,0.92,23,25,128,0.6956521739130435,0
0x0005ffc8,__memrchr,20,106,0x004668b0,__memrchr,21,91,0.782608695652174,18,23,60,0.6091370558375635,0
0x0002accc,__mmap,15,24,0x00420b30,__mmap,16,30,0.9375,15,16,15,0.5555555555555556,0
0x0003e20c,__mmap64,16,27,0x0043a290,__mmap64,21,37,0.6818181818181818,15,22,16,0.5,0
0x0006b6b0,__mpn_add_n,14,120,0x00475a70,__mpn_add_n,14,98,0.75,12,16,44,0.4036697247706422,0
0x0006b730,__mpn_addmul_1,15,39,0x00475b90,__mpn_addmul_1,16,60,0.8235294117647058,14,17,21,0.42424242424242425,0
0x00064680,__mpn_cmp,11,26,0x0046c8d0,__mpn_cmp,11,28,1.0,11,11,25,0.9259259259259259,0
0x000646cc,__mpn_divrem,34,516,0x0046c930,__mpn_divrem,31,496,0.7567567567567568,28,37,233,0.46047430830039526,0
0x00065bcc,__mpn_extract_double,19,69,0x0046e760,__mpn_extract_double,22,111,0.782608695652174,18,23,37,0.4111111111111111,0
0x00065248,__mpn_impn_mul_n,21,174,0x0046d8a8,__mpn_impn_mul_n,22,151,0.8695652173913043,20,23,132,0.8123076923076923,0
0x0006515c,__mpn_impn_mul_n_basecase,18,67,0x0046d700,__mpn_impn_mul_n_basecase,17,69,0.8421052631578947,16,19,43,0.6323529411764706,0
0x000656d8,__mpn_impn_sqr_n,20,162,0x0046df38,__mpn_impn_sqr_n,22,154,0.8260869565217391,19,23,104,0.6582278481012658,0
0x000655f4,__mpn_impn_sqr_n_basecase,18,66,0x0046dd94,__mpn_impn_sqr_n_basecase,17,72,0.8421052631578947,16,19,42,0.6086956521739131,0
0x00064dc8,__mpn_lshift,15,37,0x0046d1a0,__mpn_lshift,18,97,0.8333333333333334,15,18,27,0.40298507462686567,0
0x00064e20,__mpn_mul,23,300,0x0046d270,__mpn_mul,24,297,0.8076923076923077,21,26,194,0.6499162479061976,0
0x00065120,__mpn_mul_1,14,24,0x0046d660,__mpn_mul_1,14,47,1.0,14,14,17,0.4788732394366197,0
0x000659cc,__mpn_mul_n,11,28,0x0046e3c4,__mpn_mul_n,12,31,0.9166666666666666,11,12,22,0.7457627118644068,0
0x00065a50,__mpn_rshift,17,43,0x0046e4a0,__mpn_rshift,16,87,0.7368421052631579,14,19,29,0.4461538461538462,0
0x00065af0,__mpn_sub_n,18,134,0x0046e570,__mpn_sub_n,14,98,0.7777777777777778,14,18,51,0.4396551724137931,0
0x00065b70,__mpn_submul_1,17,43,0x0046e690,__mpn_submul_1,17,60,0.8888888888888888,16,18,22,0.42718446601941745,0
0x0002ad50,__mprotect,7,9,0x00420bf0,__mprotect,7,9,0.4,4,10,5,0.5555555555555556,0
0x0002b06c,__mremap,13,15,0x00421080,__mremap,15,30,0.8666666666666667,13,15,11,0.4888888888888889,0
0x0002ad70,__munmap,7,9,0x00420c30,__munmap,7,9,0.4,4,10,5,0.5555555555555556,0
0x0003de5c,__nanosleep,14,55,0x00439cfc,__nanosleep,16,39,0.875,14,16,26,0.5531914893617021,0
0x0003de18,__nanosleep64,11,13,0x00439c90,__nanosleep64,12,12,0.9166666666666666,11,12,10,0.8,0
0x0001f694,__new_exitfn,18,122,0x004128e0,__new_exitfn,18,136,1.0,18,18,93,0.7209302325581395,0
0x0003e174,__new_getrlimit,11,13,0x0043a1d0,__new_getrlimit,8,11,0.5833333333333334,7,12,8,0.6666666666666666,0
0x000616c0,__nptl_change_stack_perm,10,19,0x004688d8,__nptl_change_stack_perm,13,20,0.6428571428571429,9,14,13,0.6666666666666666,0
0x0005f1dc,__nptl_deallocate_stack,20,238,0x004657c8,__nptl_deallocate_stack,17,96,0.7619047619047619,16,21,70,0.41916167664670656,0
0x00020a24,__nptl_deallocate_tsd,15,87,0x00413c70,__nptl_deallocate_tsd,17,94,0.8823529411764706,15,17,68,0.7513812154696132,0
0x0005f100,__nptl_free_stacks,17,109,0x0046569c,__nptl_free_stacks,16,87,0.8333333333333334,15,18,71,0.7244897959183674,0
0x0005f098,__nptl_stack_list_add,13,43,0x0046565c,__nptl_stack_list_add,6,16,0.35714285714285715,5,14,9,0.3050847457627119,0
0x0005f048,__nptl_stack_list_del,10,28,0x00465620,__nptl_stack_list_del,6,13,0.45454545454545453,5,11,7,0.34146341463414637,0
0x0003e050,__open64_nocancel,10,11,0x0043a030,__open64_nocancel,9,18,0.1875,3,16,3,0.20689655172413793,0
0x0002a464,__open_nocancel,9,10,0x0041fee0,__open_nocancel,9,18,0.2,3,15,3,0.21428571428571427,0
0x0002a4f0,__openat_nocancel,13,15,0x0041ff90,__openat_nocancel,9,18,0.375,6,16,6,0.36363636363636365,0
0x000286c8,__opendir,11,17,0x0041d7a4,__opendir,10,13,0.75,9,12,11,0.7333333333333333,0
0x00028680,__opendirat,11,16,0x0041d730,__opendirat,10,12,0.75,9,12,10,0.7142857142857143,0
0x00037e78,__overflow,13,23,0x00431ffc,__overflow,13,23,1.0,13,13,23,1.0,0
0x00033ad8,__parse_one_specmb,27,1182,0x0042c780,__parse_one_specmb,25,1314,0.8571428571428571,24,28,853,0.6834935897435898,0
0x0002776c,__posix_memalign,16,32,0x0041c12c,__posix_memalign,16,36,0.8823529411764706,15,17,25,0.7352941176470589,0
0x0002b0e0,__prctl,7,8,0x00421130,__prctl,7,9,0.4,4,10,5,0.5882352941176471,0
0x0003e0e0,__pread64_nocancel,11,14,0x0043a0e0,__pread64_nocancel,14,19,0.7857142857142857,11,14,9,0.5454545454545454,0
0x00031a54,__printf_buffer,36,4624,0x00429c30,__printf_buffer,31,5139,0.717948717948718,28,39,2634,0.5395882413192666,0
0x00065cb8,__printf_buffer_as_file_commit,10,48,0x0046e900,__printf_buffer_as_file_commit,10,48,1.0,10,10,48,1.0,0
0x00065ebc,__printf_buffer_as_file_init,6,36,0x0046ebd8,__printf_buffer_as_file_init,6,36,1.0,6,6,32,0.8888888888888888,0
0x00065db0,__printf_buffer_as_file_overflow,14,81,0x0046ea00,__printf_buffer_as_file_overflow,14,81,1.0,14,14,76,0.9382716049382716,0
0x00065f28,__printf_buffer_as_file_terminate,8,11,0x0046ec68,__printf_buffer_as_file_terminate,8,11,1.0,8,8,11,1.0,0
0x00065e70,__printf_buffer_as_file_xsputn,11,34,0x0046eb40,__printf_buffer_as_file_xsputn,11,34,1.0,11,11,27,0.7941176470588235,0
0x00057764,__printf_buffer_done,23,55,0x0045b3b0,__printf_buffer_done,20,49,0.72,18,25,34,0.6538461538461539,0
