ARM Address,ARM Function Name,MIPS Address,MIPS Function Name,Similarity Score,Intersection Size,Union Size,UserDefined
0x00061210,__isatty,0x00468150,__isatty,0.8571428571428571,6,7,0
0x0001fe4c,__isoc23_strtol,0x00413088,__isoc23_strtol,0.5555555555555556,5,9,0
0x000204bc,__isoc23_strtol_l,0x00413800,__isoc23_strtol_l,1.0,2,2,0
0x0002eeb8,__isoc23_strtoul,0x00426128,__isoc23_strtoul,0.5555555555555556,5,9,0
0x0002f498,__isoc23_strtoul_l,0x00426824,__isoc23_strtoul_l,1.0,2,2,0
0x0001f590,__kill,0x004127a0,__kill,0.5555555555555556,5,9,0
0x0002b5b4,__libc_accept,0x00421810,__libc_accept,0.8235294117647058,14,17,0
0x0005ed78,__libc_alloca_cutoff,0x004652a0,__libc_alloca_cutoff,0.5625,9,16,0
0x0002e594,__libc_assert_fail,0x00425590,__libc_assert_fail,1.0,6,6,0
0x0002976c,__libc_atfork_freemem,0x0041ed74,__libc_atfork_freemem,0.6875,11,16,0
0x00026a60,__libc_calloc,0x0041b06c,__libc_calloc,0.8888888888888888,24,27,0
0x0002e4dc,__libc_check_standard_fds,0x00425440,__libc_check_standard_fds,1.0,2,2,0
0x0003a660,__libc_cleanup_pop_restore,0x0043541c,__libc_cleanup_pop_restore,0.8235294117647058,14,17,0
0x0003a5dc,__libc_cleanup_push_defer,0x004353a0,__libc_cleanup_push_defer,0.8571428571428571,12,14,0
0x0002b6a0,__libc_connect,0x00421990,__libc_connect,0.8235294117647058,14,17,0
0x00061e04,__libc_dlclose,0x00469298,__libc_dlclose,1.0,8,8,0
0x0006c168,__libc_dlerror_result_free,0x00476a70,__libc_dlerror_result_free,0.7857142857142857,11,14,0
0x00061b98,__libc_dlopen_mode,0x00468f28,__libc_dlopen_mode,0.8181818181818182,9,11,0
0x00061c94,__libc_dlsym,0x0046909c,__libc_dlsym,0.8571428571428571,12,14,0
0x00061c24,__libc_dlsym_private,0x00468fec,__libc_dlsym_private,0.8571428571428571,12,14,0
0x00061d04,__libc_dlvsym,0x0046914c,__libc_dlvsym,0.95,19,20,0
0x0003c2e4,__libc_dynarray_at_failure,0x00437680,__libc_dynarray_at_failure,1.0,4,4,0
0x0003c31c,__libc_dynarray_emplace_enlarge,0x004376e0,__libc_dynarray_emplace_enlarge,0.9523809523809523,20,21,0
0x0002e330,__libc_early_init,0x00425220,__libc_early_init,0.7777777777777778,14,18,0
0x000208d0,__libc_fatal,0x0042de90,__libc_fatal,1.0,3,3,0
0x000299d4,__libc_fcntl,0x0041f130,__libc_fcntl,0.7619047619047619,16,21,0
0x00028934,__libc_fork,0x0041dc50,__libc_fork,0.8181818181818182,18,22,0
0x00025fe0,__libc_free,0x0041a318,__libc_free,0.9047619047619048,19,21,0
0x0002e50c,__libc_init_first,0x004254b0,__libc_init_first,1.0,4,4,0
0x00055944,__libc_localealias_freemem,0x00458be4,__libc_localealias_freemem,1.0,4,4,0
0x000272e0,__libc_mallinfo,0x0041bb54,__libc_mallinfo,1.0,5,5,0
0x000271d4,__libc_mallinfo2,0x0041b9b0,__libc_mallinfo2,0.8823529411764706,15,17,0
0x000257d4,__libc_malloc,0x004198a0,__libc_malloc,0.8846153846153846,23,26,0
0x00027580,__libc_mallopt,0x0041bed0,__libc_mallopt,0.7619047619047619,16,21,0
0x000268c8,__libc_memalign,0x0041ae28,__libc_memalign,1.0,5,5,0
0x000206f4,__libc_message_impl,0x0042dc20,__libc_message_impl,1.0,19,19,0
0x00029f88,__libc_open,0x0041f880,__libc_open,0.6842105263157895,13,19,0
0x00061290,__libc_openat64,0x00468300,__libc_openat64,0.8,16,20,0
0x0005add4,__libc_printf_freemem,0x0045fad8,__libc_printf_freemem,0.8333333333333334,10,12,0
0x000269dc,__libc_pvalloc,0x0041afb4,__libc_pvalloc,0.8235294117647058,14,17,0
0x0002a0a0,__libc_read,0x0041fa10,__libc_read,0.8235294117647058,14,17,0
0x000262b0,__libc_realloc,0x0041a6d8,__libc_realloc,0.9310344827586207,27,29,0
0x0002b7fc,__libc_recv,0x00421bf0,__libc_recv,0.8235294117647058,14,17,0
0x0002b8d4,__libc_recvfrom,0x00421d50,__libc_recvfrom,0.8235294117647058,14,17,0
0x0003c184,__libc_scratch_buffer_grow_preserve,0x00437420,__libc_scratch_buffer_grow_preserve,0.8235294117647058,14,17,0
0x0003c224,__libc_scratch_buffer_set_array_size,0x00437530,__libc_scratch_buffer_set_array_size,0.7272727272727273,16,22,0
0x0002b9b4,__libc_send,0x00421ed0,__libc_send,0.8235294117647058,14,17,0
0x0002ba8c,__libc_sendto,0x00422030,__libc_sendto,0.8235294117647058,14,17,0
0x0002edec,__libc_setenv_freemem,0x00426028,__libc_setenv_freemem,1.0,5,5,0
0x0001ef94,__libc_setup_tls,0x00412000,__libc_setup_tls,0.9166666666666666,22,24,0
0x0001f400,__libc_sigaction,0x004125c0,__libc_sigaction,0.55,11,20,0
0x0001ec3c,__libc_start_call_main,0x00411c74,__libc_start_call_main,0.9411764705882353,16,17,0
0x0001ece0,__libc_start_main_impl,0x00411d64,__libc_start_main_impl,1.0,16,16,0
0x0002698c,__libc_valloc,0x0041af38,__libc_valloc,0.625,5,8,0
0x0002a1f0,__libc_write,0x0041fc30,__libc_write,0.8235294117647058,14,17,0
0x0005e884,__libio_codecvt_encoding,0x00464b74,__libio_codecvt_encoding,0.625,5,8,0
0x0005e7b8,__libio_codecvt_in,0x00464aac,__libio_codecvt_in,0.5882352941176471,10,17,0
0x0005e8b0,__libio_codecvt_length,0x00464bb8,__libio_codecvt_length,0.7777777777777778,14,18,0
0x0005e6ec,__libio_codecvt_out,0x004649e4,__libio_codecvt_out,0.5882352941176471,10,17,0
0x000392e0,__libio_freemem,0x00433a24,__libio_freemem,0.9,9,10,0
0x0002b7e0,__listen,0x00421bb0,__listen,0.4,4,10,0
0x00020964,__lll_lock_wait,0x00413b88,__lll_lock_wait,0.45454545454545453,5,11,0
0x000208e8,__lll_lock_wait_private,0x00413af0,__lll_lock_wait_private,0.45454545454545453,5,11,0
0x00020a04,__lll_lock_wake,0x00413c50,__lll_lock_wake,1.0,2,2,0
0x000209e4,__lll_lock_wake_private,0x00413c34,__lll_lock_wake_private,1.0,2,2,0
0x00067110,__lseek,0x00468190,__lseek,0.9375,15,16,0
0x0003dfdc,__lseek64,0x00439f80,__lseek64,0.7222222222222222,13,18,0
0x00061248,__lstat64,0x00468274,__lstat64,1.0,6,6,0
0x00061230,__lstat64_time64,0x00468250,__lstat64_time64,1.0,2,2,0
0x0002acb0,__madvise,0x00420b00,__madvise,0.4,4,10,0
0x00026104,__malloc_arena_thread_freeres,0x0041a4d8,__malloc_arena_thread_freeres,0.8695652173913043,20,23,0
0x0002b1ac,__malloc_default_thp_pagesize,0x00421280,__malloc_default_thp_pagesize,0.7777777777777778,14,18,0
0x0002559c,__malloc_fork_lock_parent,0x00419628,__malloc_fork_lock_parent,0.6875,11,16,0
0x00025724,__malloc_fork_unlock_child,0x00419808,__malloc_fork_unlock_child,0.7333333333333333,11,15,0
0x0002566c,__malloc_fork_unlock_parent,0x0041971c,__malloc_fork_unlock_parent,0.7857142857142857,11,14,0
0x0002b304,__malloc_hugepage_config,0x00421474,__malloc_hugepage_config,0.71875,23,32,0
0x000211cc,__malloc_info,0x00414710,__malloc_info,0.8148148148148148,22,27,0
0x0002734c,__malloc_stats,0x0041bc08,__malloc_stats,0.8947368421052632,17,19,0
0x0002b240,__malloc_thp_mode,0x0042135c,__malloc_thp_mode,1.0,10,10,0
0x00026ecc,__malloc_trim,0x0041b598,__malloc_trim,0.8518518518518519,23,27,0
0x0002719c,__malloc_usable_size,0x0041b960,__malloc_usable_size,1.0,11,11,0
0x0003c468,__memchr,0x00437900,__memchr,0.76,19,25,0
0x000666e0,__memmem,0x0046f724,__memmem,0.92,23,25,0
0x0005ffc8,__memrchr,0x004668b0,__memrchr,0.782608695652174,18,23,0
0x0002accc,__mmap,0x00420b30,__mmap,0.9375,15,16,0
0x0003e20c,__mmap64,0x0043a290,__mmap64,0.6818181818181818,15,22,0
0x0006b6b0,__mpn_add_n,0x00475a70,__mpn_add_n,0.75,12,16,0
0x0006b730,__mpn_addmul_1,0x00475b90,__mpn_addmul_1,0.8235294117647058,14,17,0
0x00064680,__mpn_cmp,0x0046c8d0,__mpn_cmp,1.0,11,11,0
0x000646cc,__mpn_divrem,0x0046c930,__mpn_divrem,0.7567567567567568,28,37,0
0x00065bcc,__mpn_extract_double,0x0046e760,__mpn_extract_double,0.782608695652174,18,23,0
0x00065248,__mpn_impn_mul_n,0x0046d8a8,__mpn_impn_mul_n,0.8695652173913043,20,23,0
0x0006515c,__mpn_impn_mul_n_basecase,0x0046d700,__mpn_impn_mul_n_basecase,0.8421052631578947,16,19,0
0x000656d8,__mpn_impn_sqr_n,0x0046df38,__mpn_impn_sqr_n,0.8260869565217391,19,23,0
0x000655f4,__mpn_impn_sqr_n_basecase,0x0046dd94,__mpn_impn_sqr_n_basecase,0.8421052631578947,16,19,0
0x00064dc8,__mpn_lshift,0x0046d1a0,__mpn_lshift,0.8333333333333334,15,18,0
0x00064e20,__mpn_mul,0x0046d270,__mpn_mul,0.8076923076923077,21,26,0
0x00065120,__mpn_mul_1,0x0046d660,__mpn_mul_1,1.0,14,14,0
0x000659cc,__mpn_mul_n,0x0046e3c4,__mpn_mul_n,0.9166666666666666,11,12,0
0x00065a50,__mpn_rshift,0x0046e4a0,__mpn_rshift,0.7368421052631579,14,19,0
0x00065af0,__mpn_sub_n,0x0046e570,__mpn_sub_n,0.7777777777777778,14,18,0
0x00065b70,__mpn_submul_1,0x0046e690,__mpn_submul_1,0.8888888888888888,16,18,0
0x0002ad50,__mprotect,0x00420bf0,__mprotect,0.4,4,10,0
0x0002b06c,__mremap,0x00421080,__mremap,0.8666666666666667,13,15,0
0x0002ad70,__munmap,0x00420c30,__munmap,0.4,4,10,0
0x0003de5c,__nanosleep,0x00439cfc,__nanosleep,0.875,14,16,0
0x0003de18,__nanosleep64,0x00439c90,__nanosleep64,0.9166666666666666,11,12,0
0x0001f694,__new_exitfn,0x004128e0,__new_exitfn,1.0,18,18,0
0x0003e174,__new_getrlimit,0x0043a1d0,__new_getrlimit,0.5833333333333334,7,12,0
0x000616c0,__nptl_change_stack_perm,0x004688d8,__nptl_change_stack_perm,0.6428571428571429,9,14,0
0x0005f1dc,__nptl_deallocate_stack,0x004657c8,__nptl_deallocate_stack,0.7619047619047619,16,21,0
0x00020a24,__nptl_deallocate_tsd,0x00413c70,__nptl_deallocate_tsd,0.8823529411764706,15,17,0
0x0005f100,__nptl_free_stacks,0x0046569c,__nptl_free_stacks,0.8333333333333334,15,18,0
0x0005f098,__nptl_stack_list_add,0x0046565c,__nptl_stack_list_add,0.35714285714285715,5,14,0
0x0005f048,__nptl_stack_list_del,0x00465620,__nptl_stack_list_del,0.45454545454545453,5,11,0
0x0003e050,__open64_nocancel,0x0043a030,__open64_nocancel,0.1875,3,16,0
0x0002a464,__open_nocancel,0x0041fee0,__open_nocancel,0.2,3,15,0
0x0002a4f0,__openat_nocancel,0x0041ff90,__openat_nocancel,0.375,6,16,0
0x000286c8,__opendir,0x0041d7a4,__opendir,0.75,9,12,0
0x00028680,__opendirat,0x0041d730,__opendirat,0.75,9,12,0
0x00037e78,__overflow,0x00431ffc,__overflow,1.0,13,13,0
0x00033ad8,__parse_one_specmb,0x0042c780,__parse_one_specmb,0.8571428571428571,24,28,0
0x0002776c,__posix_memalign,0x0041c12c,__posix_memalign,0.8823529411764706,15,17,0
0x0002b0e0,__prctl,0x00421130,__prctl,0.4,4,10,0
0x0003e0e0,__pread64_nocancel,0x0043a0e0,__pread64_nocancel,0.7857142857142857,11,14,0
0x00031a54,__printf_buffer,0x00429c30,__printf_buffer,0.717948717948718,28,39,0
0x00065cb8,__printf_buffer_as_file_commit,0x0046e900,__printf_buffer_as_file_commit,1.0,10,10,0
0x00065ebc,__printf_buffer_as_file_init,0x0046ebd8,__printf_buffer_as_file_init,1.0,6,6,0
0x00065db0,__printf_buffer_as_file_overflow,0x0046ea00,__printf_buffer_as_file_overflow,1.0,14,14,0
0x00065f28,__printf_buffer_as_file_terminate,0x0046ec68,__printf_buffer_as_file_terminate,1.0,8,8,0
0x00065e70,__printf_buffer_as_file_xsputn,0x0046eb40,__printf_buffer_as_file_xsputn,1.0,11,11,0
0x00057764,__printf_buffer_done,0x0045b3b0,__printf_buffer_done,0.72,18,25,0
0x00065f4c,__printf_buffer_flush,0x0046ecc0,__printf_buffer_flush,0.6666666666666666,16,24,0
0x0005e94c,__printf_buffer_flush_asprintf,0x00464c50,__printf_buffer_flush_asprintf,0.9444444444444444,17,18,0
0x00059924,__printf_buffer_flush_fp,0x0045df98,__printf_buffer_flush_fp,0.9,18,20,0
0x00059b78,__printf_buffer_flush_fp_to_wide,0x0045e338,__printf_buffer_flush_fp_to_wide,0.7894736842105263,15,19,0
0x0005a7e0,__printf_buffer_flush_fphex_to_wide,0x0045f2b8,__printf_buffer_flush_fphex_to_wide,0.8125,13,16,0
0x0005eaec,__printf_buffer_flush_snprintf,0x00464f20,__printf_buffer_flush_snprintf,0.8571428571428571,12,14,0
0x000579e0,__printf_buffer_flush_to_file,0x0045b798,__printf_buffer_flush_to_file,0.9523809523809523,20,21,0
0x000577e8,__printf_buffer_pad_1,0x0045b450,__printf_buffer_pad_1,0.6842105263157895,13,19,0
0x0005788c,__printf_buffer_putc_1,0x0045b570,__printf_buffer_putc_1,0.6,9,15,0
0x000578fc,__printf_buffer_puts_1,0x0045b620,__printf_buffer_puts_1,0.7647058823529411,13,17,0
0x0005eb80,__printf_buffer_snprintf_done,0x00464fb8,__printf_buffer_snprintf_done,1.0,8,8,0
0x0005eb40,__printf_buffer_snprintf_init,0x00464f80,__printf_buffer_snprintf_init,0.7272727272727273,8,11,0
0x00057b84,__printf_buffer_to_file_done,0x0045b9fc,__printf_buffer_to_file_done,1.0,7,7,0
0x00057b44,__printf_buffer_to_file_init,0x0045b9b8,__printf_buffer_to_file_init,1.0,9,9,0
0x000579b8,__printf_buffer_to_file_switch,0x0045b760,__printf_buffer_to_file_switch,1.0,7,7,0
0x00057bb0,__printf_buffer_write,0x0045ba60,__printf_buffer_write,0.6842105263157895,13,19,0
0x00057dd0,__printf_fp_buffer_1,0x0045bd5c,__printf_fp_buffer_1,0.7619047619047619,32,42,0
0x00059a14,__printf_fp_l_buffer,0x0045e128,__printf_fp_l_buffer,0.9411764705882353,16,17,0
0x00059db4,__printf_fphex_buffer,0x0045e6f0,__printf_fphex_buffer,0.8235294117647058,28,34,0
0x0005a7d4,__printf_fphex_l_buffer,0x0045f294,__printf_fphex_l_buffer,1.0,5,5,0
0x0005a8e0,__printf_function_invoke,0x0045f490,__printf_function_invoke,0.7777777777777778,14,18,0
0x0003b9f8,__pthread_cleanup_combined_routine_voidptr,0x00436af4,__pthread_cleanup_combined_routine_voidptr,0.7777777777777778,7,9,0
0x0005edc8,__pthread_cleanup_pop,0x00465320,__pthread_cleanup_pop,0.5333333333333333,8,15,0
0x0005eda8,__pthread_cleanup_push,0x00465300,__pthread_cleanup_push,0.5454545454545454,6,11,0
0x0003c040,__pthread_current_priority,0x0043725c,__pthread_current_priority,0.75,15,20,0
0x0003a52c,__pthread_disable_asynccancel,0x004352a0,__pthread_disable_asynccancel,0.7142857142857143,10,14,0
0x0003a490,__pthread_enable_asynccancel,0x004351e0,__pthread_enable_asynccancel,0.6842105263157895,13,19,0
0x0005f35c,__pthread_get_minstack,0x00465954,__pthread_get_minstack,0.4,4,10,0
0x00020cb8,__pthread_kill,0x00414004,__pthread_kill,1.0,6,6,0
0x00020b64,__pthread_kill_implementation,0x00413e10,__pthread_kill_implementation,0.5714285714285714,12,21,0
0x00020cb4,__pthread_kill_internal,0x00413fe4,__pthread_kill_internal,0.1,2,20,0
0x0003a7b4,__pthread_mutex_lock_full,0x004355c0,__pthread_mutex_lock_full,0.8148148148148148,22,27,0
0x0003b2bc,__pthread_mutex_unlock_full,0x004361e0,__pthread_mutex_unlock_full,0.7241379310344828,21,29,0
0x0003b840,__pthread_mutex_unlock_usercnt,0x00436868,__pthread_mutex_unlock_usercnt,0.8333333333333334,15,18,0
0x0003ba64,__pthread_once_slow,0x00436b40,__pthread_once_slow,0.8333333333333334,15,18,0
0x00020cd0,__pthread_self,0x00414040,__pthread_self,0.5,2,4,0
0x00020ce0,__pthread_sigmask,0x00414050,__pthread_sigmask,0.6666666666666666,12,18,0
0x0003bc5c,__pthread_tpp_change_priority,0x00436e04,__pthread_tpp_change_priority,0.75,21,28,0
0x0003a758,__pthread_tunables_init,0x00435534,__pthread_tunables_init,1.0,3,3,0
0x000571ac,__qsort_r,0x0045ac1c,__qsort_r,0.92,23,25,0
0x0002a574,__read_nocancel,0x00420020,__read_nocancel,0.5833333333333334,7,12,0
0x00028864,__readdir,0x0041da5c,__readdir,0.5714285714285714,12,21,0
0x0006080c,__readdir64,0x00467520,__readdir64,0.8095238095238095,17,21,0
0x000287b0,__readdir_unlocked,0x0041d970,__readdir_unlocked,0.7894736842105263,15,19,0
0x0002a168,__readlink,0x0041fb50,__readlink,0.5833333333333334,7,12,0
0x0003eda8,__readonly_area,0x0043b330,__readonly_area,0.7777777777777778,21,27,0
0x00028eb4,__register_atfork,0x0041e270,__register_atfork,0.7307692307692307,19,26,0
0x0005af60,__register_printf_function,0x0045fd14,__register_printf_function,0.16666666666666666,3,18,0
0x0005a9d8,__register_printf_modifier,0x0045f620,__register_printf_modifier,0.88,22,25,0
0x0005ae38,__register_printf_specifier,0x0045fba0,__register_printf_specifier,0.7368421052631579,14,19,0
0x0005af64,__register_printf_type,0x0045fd30,__register_printf_type,0.6842105263157895,13,19,0
0x00066b40,__rewinddir,0x0046fe40,__rewinddir,0.5,9,18,0
0x0006b534,__rtld_static_init,0x00475930,__rtld_static_init,0.8,12,15,0
0x0001f94c,__run_exit_handlers,0x00412bf0,__run_exit_handlers,0.7727272727272727,17,22,0
0x000294d4,__run_postfork_handlers,0x0041e9b0,__run_postfork_handlers,0.7307692307692307,19,26,0
0x000292f4,__run_prefork_handlers,0x0041e714,__run_prefork_handlers,0.84,21,25,0
0x0002ad8c,__sbrk,0x00420c60,__sbrk,0.6842105263157895,13,19,0
0x0003dee4,__sched_cpucount,0x00439de0,__sched_cpucount,0.9230769230769231,12,13,0
0x0003df80,__sched_get_priority_max,0x00439ed0,__sched_get_priority_max,0.5555555555555556,5,9,0
0x0003dfa0,__sched_get_priority_min,0x00439f10,__sched_get_priority_min,0.5555555555555556,5,9,0
0x0003df40,__sched_getparam,0x00439e50,__sched_getparam,0.5555555555555556,5,9,0
0x0003df60,__sched_getscheduler,0x00439e90,__sched_getscheduler,0.5555555555555556,5,9,0
0x0003dfc0,__sched_setscheduler,0x00439f50,__sched_setscheduler,0.5555555555555556,5,9,0
0x0002b004,__select,0x00420fc8,__select,1.0,10,10,0
0x0002ae20,__select64,0x00420d50,__select64,0.8620689655172413,25,29,0
0x0002b100,__set_vma_name,0x00421160,__set_vma_name,0.6363636363636364,7,11,0
0x0002eb20,__setenv,0x00425c5c,__setenv,0.7692307692307693,10,13,0
0x00029840,__setsid,0x0041eea0,__setsid,0.4444444444444444,4,9,0
0x0002bb70,__setsockopt,0x004221b0,__setsockopt,0.8461538461538461,11,13,0
0x0001f3c0,__sigaction,0x00412560,__sigaction,0.8181818181818182,9,11,0
0x0002e714,__sigjmp_save,0x0045a460,__sigjmp_save,0.75,9,12,0
0x0001f550,__sigprocmask,0x00412730,__sigprocmask,0.9166666666666666,11,12,0
0x0002e6a0,__sigsetjmp,0x004256e0,__sigsetjmp,0.35714285714285715,5,14,0
0x0002985c,__sleep,0x0041eee0,__sleep,0.75,15,20,0
0x0005b098,__snprintf,0x0045fe90,__snprintf,0.8333333333333334,5,6,0
0x0002bbc0,__socket,0x00422250,__socket,0.4,4,10,0
0x000613c8,__stat64,0x00468484,__stat64,1.0,6,6,0
0x000613b0,__stat64_time64,0x00468460,__stat64_time64,1.0,2,2,0
0x00060130,__stpcpy,0x00466a80,__stpcpy,0.9523809523809523,20,21,0
0x00060280,__strcasecmp_l,0x00466c30,__strcasecmp_l,0.9230769230769231,12,13,0
0x000281fc,__strchrnul,0x00437b60,__strchrnul,0.7619047619047619,16,21,0
0x0006040c,__strdup,0x00466f00,__strdup,0.7142857142857143,5,7,0
0x0003c3e4,__strerror_r,0x00437830,__strerror_r,1.0,5,5,0
0x000668b4,__strndup,0x0046f9e0,__strndup,0.75,6,8,0
0x0003cb00,__strnlen,0x00438260,__strnlen,0.75,6,8,0
0x0006043c,__strsep,0x00466f90,__strsep,0.9,9,10,0
0x00060480,__strtok_r,0x00467020,__strtok_r,0.8461538461538461,11,13,0
0x0001fe10,__strtol,0x0041303c,__strtol,0.5555555555555556,5,9,0
0x0001fdd0,__strtol_internal,0x00412ff0,__strtol_internal,0.5555555555555556,5,9,0
0x0002049c,__strtol_l,0x004137c4,__strtol_l,1.0,3,3,0
0x0002ee7c,__strtoul,0x004260dc,__strtoul,0.5555555555555556,5,9,0
0x0002ee3c,__strtoul_internal,0x00426090,__strtoul_internal,0.5555555555555556,5,9,0
0x0002f478,__strtoul_l,0x004267e8,__strtoul_l,1.0,3,3,0
0x0002e560,__syscall_error,0x00439f00,__syscall_error,0.1,1,10,0
0x00066be8,__sysconf,0x0046ff30,__sysconf,0.88,22,25,0
0x0002b190,__sysinfo,0x00421250,__sysinfo,0.4,4,10,0
0x00061410,__tcgetattr,0x00468510,__tcgetattr,0.4666666666666667,7,15,0
0x0003e7bc,__tdelete,0x0043aae4,__tdelete,0.8,20,25,0
0x0003ed28,__tdestroy,0x0043b208,__tdestroy,0.6666666666666666,4,6,0
0x0003e758,__tfind,0x0043aa2c,__tfind,0.9285714285714286,13,14,0
0x000470c4,__thread_gscope_wait,0x00447610,__thread_gscope_wait,0.8,16,20,0
0x000283ac,__time,0x0041d318,__time,0.9333333333333333,14,15,0
0x0002837c,__time64,0x0041d2c0,__time64,1.0,11,11,0
0x0001f264,__tls_get_addr,0x0041236c,__tls_get_addr,0.625,5,8,0
0x0002cb88,__tls_init_tp,0x00423654,__tls_init_tp,0.8823529411764706,15,17,0
0x0002cb3c,__tls_pre_init_tp,0x00423620,__tls_pre_init_tp,1.0,3,3,0
0x0005b0cc,__translated_number_width,0x0045fee0,__translated_number_width,0.7894736842105263,15,19,0
0x0003e5ec,__tsearch,0x0043a814,__tsearch,0.9,18,20,0
0x0002d558,__tunable_get_default,0x004242a0,__tunable_get_default,0.6666666666666666,8,12,0
0x0002d618,__tunable_get_val,0x00424314,__tunable_get_val,0.7777777777777778,14,18,0
0x0002cf54,__tunable_is_initialized,0x00423b74,__tunable_is_initialized,1.0,5,5,0
0x0002cf70,__tunable_set_val,0x00423ba4,__tunable_set_val,1.0,4,4,0
0x0002cf88,__tunables_init,0x00423bd4,__tunables_init,0.6666666666666666,16,24,0
0x0002d450,__tunables_print,0x00424128,__tunables_print,0.8,12,15,0
0x0003ed04,__twalk,0x0043b198,__twalk,0.5714285714285714,4,7,0
0x0003ed18,__twalk_r,0x0043b1d0,__twalk_r,0.5,3,6,0
0x00038030,__uflow,0x00432284,__uflow,1.0,19,19,0
0x00037ee0,__underflow,0x00432088,__underflow,1.0,19,19,0
0x0002a1ac,__unlink,0x0041fbc0,__unlink,0.5833333333333334,7,12,0
0x0006df3c,__unorddf2,0x004790f0,__unorddf2,0.42857142857142855,6,14,0
0x00029134,__unregister_atfork,0x0041e4f8,__unregister_atfork,0.84,21,25,0
0x0002eb84,__unsetenv,0x00425d10,__unsetenv,0.8333333333333334,15,18,0
0x0005eae4,__vasprintf,0x00464ef8,__vasprintf,0.6666666666666666,2,3,0
0x0005ea08,__vasprintf_internal,0x00464d7c,__vasprintf_internal,1.0,16,16,0
0x000337f8,__vfprintf_internal,0x0042c3e0,__vfprintf_internal,0.8571428571428571,18,21,0
0x0005ebac,__vsnprintf_internal,0x00465014,__vsnprintf_internal,0.9090909090909091,10,11,0
0x0003d3b4,__wcrtomb,0x00438e4c,__wcrtomb,0.75,3,4,0
0x0003d1d8,__wcrtomb_internal,0x00438c20,__wcrtomb_internal,0.9047619047619048,19,21,0
0x000604f4,__wcslen,0x00467120,__wcslen,0.9090909090909091,10,11,0
0x0003d6a0,__wcsmbs_clone_conv,0x00439264,__wcsmbs_clone_conv,0.8181818181818182,18,22,0
0x0003d3bc,__wcsmbs_getfct,0x00438e70,__wcsmbs_getfct,0.7272727272727273,8,11,0
0x0003d414,__wcsmbs_load_conv,0x00438f0c,__wcsmbs_load_conv,0.8695652173913043,20,23,0
0x0003d7dc,__wcsmbs_named_conv,0x00439408,__wcsmbs_named_conv,1.0,12,12,0
0x00060558,__wcsnlen,0x004671a0,__wcsnlen,0.7777777777777778,7,9,0
0x0003d910,__wcsrtombs,0x00439620,__wcsrtombs,0.782608695652174,18,23,0
0x00060584,__wmemchr,0x00467210,__wmemchr,0.8333333333333334,10,12,0
0x00060640,__wmemcpy,0x004672f0,__wmemcpy,1.0,4,4,0
0x00060648,__wmemmove,0x00467310,__wmemmove,1.0,4,4,0
0x00060650,__wmempcpy,0x00467330,__wmempcpy,1.0,5,5,0
0x0005c224,__woverflow,0x00461694,__woverflow,0.8571428571428571,12,14,0
0x00066064,__wprintf_buffer_done,0x0046eeb0,__wprintf_buffer_done,0.72,18,25,0
0x000660e8,__wprintf_buffer_flush,0x0046ef50,__wprintf_buffer_flush,0.6363636363636364,14,22,0
0x0005b1c4,__wprintf_buffer_flush_to_file,0x00460050,__wprintf_buffer_flush_to_file,0.9444444444444444,17,18,0
0x0005b154,__wprintf_buffer_putc_1,0x0045ffa0,__wprintf_buffer_putc_1,0.6,9,15,0
0x0005b290,__wprintf_buffer_to_file_done,0x00460168,__wprintf_buffer_to_file_done,1.0,7,7,0
0x0005b254,__wprintf_buffer_to_file_init,0x00460134,__wprintf_buffer_to_file_init,1.0,5,5,0
0x00059c38,__wprintf_fp_l_buffer,0x0045e49c,__wprintf_fp_l_buffer,0.875,14,16,0
0x0005a85c,__wprintf_fphex_l_buffer,0x0045f3c8,__wprintf_fphex_l_buffer,1.0,10,10,0
0x0003e130,__write_nocancel,0x0043a170,__write_nocancel,0.5833333333333334,7,12,0
0x0005c59c,__wuflow,0x00461c84,__wuflow,0.9,18,20,0
0x0005c6e0,__wunderflow,0x00461ea4,__wunderflow,1.0,18,18,0
0x00044bd4,_dl_add_to_namespace_list,0x004433f0,_dl_add_to_namespace_list,0.9411764705882353,16,17,0
0x0002c8b8,_dl_add_to_slotinfo,0x004232dc,_dl_add_to_slotinfo,0.85,17,20,0
0x0006d6c8,_dl_addr,0x004785f0,_dl_addr,0.9130434782608695,21,23,0
0x0006a424,_dl_addr_inside_object,0x004744a0,_dl_addr_inside_object,1.0,14,14,0
0x00045974,_dl_allocate_static_tls,0x004443ac,_dl_allocate_static_tls,0.9411764705882353,16,17,0
0x0002c6a8,_dl_allocate_tls,0x00422fd4,_dl_allocate_tls,1.0,11,11,0
0x0002c690,_dl_allocate_tls_init,0x00422740,_dl_allocate_tls_init,0.22727272727272727,5,22,0
0x0002c580,_dl_allocate_tls_storage,0x00422e18,_dl_allocate_tls_storage,0.8125,13,16,0
0x0002c364,_dl_assign_tls_modid,0x00422c00,_dl_assign_tls_modid,1.0,18,18,0
0x0002e32c,_dl_audit_pltexit,0x00425210,_dl_audit_pltexit,1.0,1,1,0
0x0002d7a8,_dl_aux_init,0x00424534,_dl_aux_init,0.8235294117647058,14,17,0
0x00047324,_dl_cache_libcmp,0x00447dc0,_dl_cache_libcmp,0.7777777777777778,14,18,0
